1. Mojsijeva 1,1        U početku stvori Bog nebo i zemlju.
2. Timotiju 3,11        Protjerivanja, stradanja, kakova mi se dogodiše u Antiohiji, i u Ikoniji, i u Listri, kakova protjerivanja podnesoh, i od sviju me izbavi Gospod.
2. Timotiju 3,12        A i svi koji pobožno hoće da žive u Hristu Isusu, biće gonjeni.
2. Timotiju 3,13        A zli ljudi i varalice napredovaće na gore, varajući i varajući se.
2. Timotiju 3,14        Ali ti stoj u tome što si naučio i što ti je povjereno, znajući od koga si se naučio,
2. Timotiju 3,15        I budući da iz malena umiješ sveta pisma, koja te mogu umudriti na spasenije u Hrista Isusa.
2. Timotiju 3,16        Sve je pismo od Boga dano, i korisno za učenje, za karanje, za popravljanje, za poučavanje u pravdi,
2. Timotiju 3,17        Da bude savršen čovjek Božij, za svako dobro djelo pripravljen.
2. Timotiju 4,1         Zaklinjem te dakle pred Bogom i Gospodom našijem Isusom Hristom, koji će suditi živima i mrtvima, dolaskom njegovijem i carstvom njegovijem:
2. Timotiju 4,2         Propovijedaj riječ, nastoj u dobro vrijeme i u nevrijeme, pokaraj, zaprijeti, umoli sa svakijem snošenjem i učenjem;
2. Timotiju 4,3         Jer će doći vrijeme kad zdrave nauke neće slušati, nego će po svojijem željama nakupiti sebi učitelje, kao što ih uši svrbe,
2. Timotiju 4,4         I odvratiće uši od istine, i okrenuće se ka gatalicama.
2. Timotiju 4,5         A ti budi trijezan u svačemu, trpi zlo, učini djelo jevanđelista, službu svoju svrši.
2. Timotiju 4,6         Jer ja se već žrtvujem, i vrijeme mojega odlaska nasta.
2. Timotiju 4,7         Dobar rat ratovah, trku svrših, vjeru održah.
2. Timotiju 4,8         Dalje dakle meni je pripravljen vijenac pravde, koji će mi dati Gospod u dan onaj, pravedni sudija; ali ne samo meni, nego svima koji se raduju njegovu dolasku.
2. Timotiju 4,9         Postaraj se da dođeš brzo k meni;
2. Timotiju 4,10        Jer me Dimas ostavi, omiljevši mu sadašnji svijet, i otide u Solun; Kriskent u Galatiju, Tit u Dalmaciju; Luka je sam kod mene.
2. Timotiju 4,11        Marka uzmi i dovedi ga sa sobom; jer mi je dobar za službu.
2. Timotiju 4,12        A Tihika poslao sam u Efes.
2. Timotiju 4,13        Kad dođeš donesi mi kabanicu što sam ostavio u Troadi kod Karpa, i knjige, a osobito kožne.
2. Timotiju 4,14        Aleksandar kovač mnogo mi zla učini. Da mu Gospod plati po djelu njegovu.
2. Timotiju 4,15        Čuvaj se i ti od njega; jer se vrlo protivi našijem riječima.
2. Timotiju 4,16        U prvi moj odgovor niko ne osta sa mnom, nego me svi ostaviše. Da im se ne primi!
2. Timotiju 4,17        Ali Gospod bi sa mnom i dade mi pomoć da se kroza me svrši propovijedanje, i da čuju svi neznabošci; i izbavih se od usta lavovijeh.
2. Timotiju 4,18        I Gospod će me izbaviti od svakoga zla djela, i sačuvaće me za carstvo svoje nebesko; kojemu slava va vijek vijeka. Amin.
2. Timotiju 4,19        Pozdravi Priskilu i Akilu, i Onisiforov dom.
2. Timotiju 4,20        Erast osta u Korintu. A Trofima ostavih u Miletu bolesna.
2. Timotiju 4,21        Postaraj se da dođeš prije zime. Pozdravlja te Euvul, i Pud, i Lin, i Klaudija, i braća sva.
2. Timotiju 4,22        Gospod Isus Hristos sa duhom tvojijem. Blagodat s vama. Amin.
Titu 1,1                Od Pavla, sluge Božijega, a apostola Isusa Hrista po vjeri izbranijeh Božijih, i po poznanju istine pobožnosti,
Titu 1,2                Za nad vječnoga života, koji obeća nelažni Bog prije vremena vječnijeh,
Titu 1,3                A javi u vremena svoja riječ svoju propovijedanjem, koje je meni povjereno po zapovijesti spasitelja našega Boga,
Titu 1,4                Titu, pravome sinu po vjeri nas obojice, blagodat, milost, mir od Boga oca i Gospoda Isusa Hrista, spasa našega.
Titu 1,5                Zato te ostavih u Kritu da popraviš što je nedovršeno, i da postaviš po svijem gradovima sveštenike, kao što ti ja zapovjedih,
Titu 1,6                Ako je ko bez mane, jedne žene muž, i ima vjernu djecu, koju ne kore za kurvarstvo ili za nepokornost.
Titu 1,7                Jer vladika treba da je bez mane, kao Božij pristav; ne koji sebi ugađa, ne gnjevljiv, ne pijanica, ne bojac, ne lakom na pogani dobitak;
Titu 1,8                Nego gostoljubiv, blag, pošten, pravedan, svet, čist;
Titu 1,9                Koji se drži vjerne riječi po nauci, da bude kadar i svjetovati sa zdravom naukom, i pokarati one koji se protive.
Titu 1,10               Jer ima mnogo neposlušnijeh, praznogovorljivijeh, i umom prevarenijeh, a osobito koji su iz obrezanja,
Titu 1,11               Kojima treba usta zatvoriti; koji cijele kuće izopačuju učeći što ne treba, poganoga dobitka radi.
Titu 1,12               A reče neko od njih, njihov prorok: Krićani svagda lažljivi, zli zvjerovi, besposleni trbusi.
Titu 1,13               Svedočanstvo je ovo istinito; zaradi toga uzroka karaj ih bez šteđenja, da budu zdravi u vjeri,
Titu 1,14               Ne slušajući Jevrejskijeh gatalica ni zapovijesti ljudi koji se odvraćaju od istine.
Titu 1,15               Čistima je sve čisto; a poganima i nevjernima ništa nije čisto, nego je opoganjen njihov i um i savjest.
Titu 1,16               Govore da poznaju Boga, a djelima ga se odriču; jer su mrski i neposlušni, i ni za kakvo dobro djelo valjani.
Titu 2,1                A ti govori što pristoji zdravoj nauci:
Titu 2,2                Starcima da budu trijezni, pošteni, čisti, zdravi u vjeri, u ljubavi, u trpljenju;
Titu 2,3                Staricama također da žive kao što se pristoji svetima, da ne budu opadljive, da se ne predaju vrlo vinu, da uče dobru,
Titu 2,4                Da uče mlade da ljube muževe, da ljube djecu,
Titu 2,5                Da budu poštene, čiste, dobre kućanice, blage, pokorne svojijem muževima, da se ne huli na riječ Božiju.
Titu 2,6                Tako i mladiće svjetuj da budu pošteni.
Titu 2,7                A u svemu sam sebe podaji za ugled dobrijeh djela, u nauci cijelost, poštenje,
Titu 2,8                Riječ zdravu, nezazornu: da se posrami onaj koji se protivi, ne imajući ništa zlo govoriti za nas.
Titu 2,9                Sluge da slušaju svoje gospodare, da budu ugodni u svačemu, da ne odgovaraju,
Titu 2,10               Da ne kradu, nego u svačemu da pokazuju dobru vjeru, da nauku spasitelja našega Boga ukrašuju u svačemu.
Titu 2,11               Jer se pokaza blagodat Božija koja spasava sve ljude,
Titu 2,12               Učeći nas da se odrečemo bezbožnosti i želja ovoga svijeta, i da pošteno i pravedno i pobožno poživimo na ovome svijetu,
Titu 2,13               Čekajući blažena nada i javljanja slave velikoga Boga i spasa našega Isusa Hrista,
Titu 2,14               Koji je dao sebe za nas da nas izbavi od svakoga bezakonja, i da očisti sebi narod izbrani koji čezne za dobrijem djelima.
Titu 2,15               Ovo govori, i svjetuj, i karaj sa svakom zapoviješću da te niko ne prezire.
Titu 3,1                Opominji ih da budu pokorni i poslušni gospodarima i zapovjednicima, i gotovi na svako dobro djelo;
Titu 3,2                Ni na koga da ne hule, da se ne svađaju, nego da budu mirni, svaku krotost da pokazuju svijem ljudima,
Titu 3,3                Jer i mi bijasmo negda ludi, i nepokorni, i prevareni, služeći različnijem željama i slastima, u pakosti i zavisti živeći, mrski budući i mrzeći jedan na drugoga.
Titu 3,4                A kad se pokaza blagodat i čovjekoljublje spasa našega Boga,
Titu 3,5                Ne za djela pravedna koja mi učinismo, nego po svojoj milosti spase nas banjom prerođenja i obnovljenjem Duha svetoga,
Titu 3,6                Kojega izli na nas obilno kroz Isusa Hrista spasitelja našega,
Titu 3,7                Da se opravdamo blagodaću njegovom, i da budemo našljednici života vječnoga po nadu.
Titu 3,8                Sine Tite! istinita je riječ, i u ovome hoću da utvrđuješ, da se oni koji vjerovaše Bogu trude i staraju za dobro djelo: ovo je korisno ljudima i dobro.
Titu 3,9                A ludijeh zapitkivanja i teftera od plemena, i svađa i prepiranja o zakonu kloni se; jer je to nekorisno i prazno.
Titu 3,10               Čovjeka jeretika po prvome i drugom svjetovanju kloni se,
Titu 3,11               Znajući da se takovi izopačio, i griješi, i sam je sebe osudio.
Titu 3,12               Kad pošljem k tebi Artemu ili Tihika, postaraj se da dođeš k meni u Nikopolj, jer sam namislio da ondje zimujem.
Titu 3,13               Zinu zakonika i Apola lijepo opremi da imaju sve što im treba.
Titu 3,14               Ali i naši neka se uče napredovati u dobrijem djelima, ako gdje bude od potrebe da ne budu bez roda.
Titu 3,15               Pozdravljaju te svi koji su sa mnom. Pozdravi sve koji nas ljube u vjeri. Blagodat sa svima vama. Amin.
Filimonu 1,1            Od Pavla, sužnja Isusa Hrista, i Timotija brata, Filimonu ljubaznome i pomagaču našemu,
Filimonu 1,2            I Apfiji, sestri ljubaznoj, i Arhipu, našemu drugaru u vojevanju, i domašnjoj tvojoj crkvi:
Filimonu 1,3            Blagodat vam i mir od Boga oca našega, i Gospoda Isusa Hrista.
Filimonu 1,4            Zahvaljujem Bogu svojemu spominjući te svagda u molitvama svojima,
Filimonu 1,5            Čuvši ljubav tvoju i vjeru koju imaš ka Gospodu Isusu i k svima svetima:
Filimonu 1,6            Da tvoja vjera, koju imamo zajedno, bude silna u poznanju svakoga dobra, koje imate u Hristu Isusu.
Filimonu 1,7            Jer imam veliku radost i utjehu radi ljubavi tvoje, što srca svetijeh počinuše kroza te, brate!
Filimonu 1,8            Toga radi ako i imam veliku slobodu u Hristu da ti zapovijedam što je potrebno,
Filimonu 1,9            Ali opet molim ljubavi radi, ja koji sam takovi kao starac Pavle, a sad sužanj Isusa Hrista;
Filimonu 1,10           Molimo te za svojega sina Onisima, kojega rodih u okovima svojima;
Filimonu 1,11           Koji je tebi negda bio nepotreban, a sad je i tebi i meni vrlo potreban, kojega poslah tebi natrag;
Filimonu 1,12           A ti ga, to jest, moje srce primi.
Filimonu 1,13           Ja ga šćadijah da zadržim kod sebe, da mi mjesto tebe posluži u okovima jevanđelja;
Filimonu 1,14           Ali bez tvoje volje ne htjedoh ništa činiti, da ne bi tvoje dobro bilo kao za nevolju, nego od dobre volje.
Filimonu 1,15           Jer može biti da se za to rastade s tobom na neko vrijeme da ga dobiješ vječno,
Filimonu 1,16           Ne više kao roba, nego više od roba, brata ljubaznoga, a osobito meni, akamoli tebi, i po tijelu i u Gospodu.
Filimonu 1,17           Ako dakle držiš mene za svojega drugara, primi njega kao mene.
Filimonu 1,18           Ako li ti u čemu skrivi, ili je dužan, to na mene zapiši.
Filimonu 1,19           Ja Pavle napisah rukom svojom, ja ću platiti: da ti ne rečem da si i sam sebe meni dužan.
Filimonu 1,20           Da brate! da imam korist od tebe u Gospodu, razveseli srce moje u Gospodu.
Filimonu 1,21           Uzdajući se u tvoju poslušnost napisah ti znajući da ćeš još više učiniti nego što govorim.
Filimonu 1,22           A uz to ugotovi mi i konak; jer se nadam da ću za vaše molitve biti darovan vama.
Filimonu 1,23           Pozdravlja te Epafras koji je sa mnom sužanj u Hristu Isusu, Marko, Aristarh, Dimas, Luka, pomagači moji.
Filimonu 1,24           Blagodat Gospoda našega Isusa Hrista sa duhom vašijem. Amin.
Jevrejima 1,1           Bog koji je negda mnogo puta i različnijem načinom govorio ocevima preko proroka, govori i nama u pošljedak dana ovijeh preko sina,
Jevrejima 1,2           Kojega postavi našljednika svemu, kroz kojega i svijet stvori.
Jevrejima 1,3           Koji budući sjajnost slave i obličje bića njegova, i noseći sve u riječi sile svoje, učinivši sobom očišćenje grijeha našijeh, sjede s desne strane prijestola veličine na visini,
Jevrejima 1,4           I toliko bolji posta od anđela koliko preslavnije ime od njihova dobi.
Jevrejima 1,5           Jer kome od anđela reče kad: sin moj ti si, ja te danas rodih? I opet: ja ću mu biti otac, i on će mi biti sin.
Jevrejima 1,6           I opet uvodeći prvorodnoga u svijet govori: i da mu se poklone svi anđeli Božiji.
Jevrejima 1,7           Tako i anđelima govori: koji čini anđele svoje duhove, i sluge svoje plamen ognjeni.
Jevrejima 1,8           A sinu: prijestol je tvoj, Bože, va vijek vijeka; palica je pravde palica carstva tvoga.
Jevrejima 1,9           Omiljela ti je pravda, i omrzao si na bezakonje: toga radi pomaza te, Bože, Bog tvoj uljem radosti većma od drugova tvojijeh.
Jevrejima 1,10          I opet: ti si, Gospode, u početku osnovao zemlju, i nebesa su djela ruku tvojijeh:
Jevrejima 1,11          Ona će proći, a ti ostaješ: i sva će ostarjeti kao haljina,
Jevrejima 1,12          I savićeš ih kao haljinu, i izmijeniće se: a ti si onaj isti, i tvojijeh godina neće nestati.
Jevrejima 1,13          A kome od anđela reče kad: sjedi meni s desne strane dok položim neprijatelje tvoje podnožje nogama tvojima?
Jevrejima 1,14          Nijesu li svi službeni duhovi koji su poslani na službu onima koji će naslijediti spasenije?
Jevrejima 2,1           Toga radi valja nam većma paziti na riječi koje slušamo, da kako ne otpadnemo.
Jevrejima 2,2           Jer ako je ono što je govoreno preko anđela utvrđeno, i svaki prestupak i oglušak pravednu platu primio:
Jevrejima 2,3           Kako ćemo pobjeći na marivši za toliko spasenije? koje poče Gospod propovijedati, i oni koji su čuli potvrdiše među nama,
Jevrejima 2,4           Kad i Bog posvjedoči i znacima i čudesima i različnijem silama, i Duha svetoga razdijeljivanjem po svojoj volji.
Jevrejima 2,5           Jer Bog ne pokori anđelima vasinoga svijeta, koji ide i o kome govorimo.
Jevrejima 2,6           Ali neko posvjedoči negdje govoreći: šta je čovjek da ga se opomeneš, ili sin čovječij da ga obiđeš?
Jevrejima 2,7           Umalio si ga malijem nečim od anđela, slavom i časti vjenčao si ga, i postavio si ga nad djelima ruku svojijeh:
Jevrejima 2,8           Sve si pokorio pod noge njegove. A kad mu pokori sve, ništa ne ostavi njemu nepokoreno; ali sad još ne vidimo da mu je sve pokoreno.
Jevrejima 2,9           A umaljenoga malijem čim od anđela vidimo Isusa, koji je za smrt što podnese vjenčan slavom i časti, da bi po blagodati Božijoj za sve okusio smrt.
Jevrejima 2,10          Jer prilikovaše njemu za kojega je sve i kroz kojega je sve, koji dovede mnoge sinove u slavu, da dovrši poglavara spasenija njihova stradanjem.
Jevrejima 2,11          Jer i onaj koji osvećuje, i oni koji se osvećuju, svi su od jednoga; zaradi toga uzroka ne stidi se nazvati ih braćom
Jevrejima 2,12          Govoreći: objaviću ime tvoje braći svojoj, i posred crkve zapjevaću te.
Jevrejima 2,13          I opet: ja ću se u njega uzdati. I opet: evo ja i djeca moja koju mi je dao Bog.
Jevrejima 2,14          Budući pak da djeca imaju tijelo i krv, tako i on uze dijel u tome, da smrću satre onoga koji ima državu smrti, to jest đavola;
Jevrejima 2,15          I da izbavi one koji god od straha smrti u svemu životu biše robovi.
Jevrejima 2,16          Jer se zaista ne prima anđela, nego se prima sjemena Avraamova.
Jevrejima 2,17          Zato bješe dužan u svemu da bude kao braća, da bude milostiv i vjeran poglavar sveštenički pred Bogom, da očisti grijehe narodne.
Jevrejima 2,18          Jer u čemu postrada i iskušan bi u onome može pomoći i onima koji se iskušavaju.
Jevrejima 3,1           Zato, braćo sveta, zajedničari zvanja nebeskoga, poznajte poslanika i vladiku, kojega mi priznajemo, Isusa Hrista,
Jevrejima 3,2           Koji je vjeran onome koji ga stvori, kao i Mojsije u svemu domu njegovu.
Jevrejima 3,3           Jer ovaj posta toliko dostojan veće časti od Mojsija, koliko veću od doma čast ima onaj koji ga je načinio.
Jevrejima 3,4           Jer svaki dom treba neko da načini; a ko je sve stvorio ono je Bog.
Jevrejima 3,5           I Mojsije dakle bješe vjeran u svemu domu njegovu, kao sluga, za svjedočanstvo onoga što je trebalo da se govori.
Jevrejima 3,6           Ali je Hristos kao sin u domu svojemu: kojega smo dom mi, ako slobodu i slavu nada do kraja tvrdo održimo.
Jevrejima 3,7           Zato, kao što govori Duh sveti: danas ako glas njegov čujete,
Jevrejima 3,8           Ne budite drvenastijeh srca, kao kad se prognjeviste u dane napasti u pustinji,
Jevrejima 3,9           Gdje me iskušaše ocevi vaši, iskušaše me, i gledaše djela moja četrdeset godina.
Jevrejima 3,10          Toga radi rasrdih se na taj rod, i rekoh: jednako se metu u srcima, ali oni ne poznaše putova mojijeh;
Jevrejima 3,11          Zato se zakleh u gnjevu svojemu da neće ući u pokoj moj.
Jevrejima 3,12          Gledajte, braćo, da ne bude kad u kome od vas zlo srce nevjerstva da otstupi od Boga živoga;
